antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
"frozenset({'纸张', '信封'})",frozenset({'收纳具'}),0.2801556420233463,0.6251621271076524,0.21141374837872892,0.7546296296296297,1.2070942830797602,0.03627105129020372,1.5276411423537186,0.23833526778312042
"frozenset({'美术', '信封'})",frozenset({'收纳具'}),0.2697795071335927,0.6251621271076524,0.19714656290531776,0.7307692307692308,1.1689275454835621,0.02849063237562685,1.3922549564572915,0.19790595494063756
"frozenset({'收纳具', '信封'})",frozenset({'装订机'}),0.35797665369649806,0.6549935149156939,0.2619974059662776,0.7318840579710145,1.117391304347826,0.02752501930385018,1.2867809443684932,0.1636363636363637
"frozenset({'装订机', '信封'})",frozenset({'收纳具'}),0.35667963683527887,0.6251621271076524,0.2619974059662776,0.7345454545454546,1.1749679366276877,0.03901480550634967,1.4120604800739125,0.2314755669115299
"frozenset({'设备', '信封'})",frozenset({'收纳具'}),0.19584954604409857,0.6251621271076524,0.14785992217898833,0.7549668874172185,1.2076337555989118,0.025422203380991562,1.5297437515336345,0.213808715336729
"frozenset({'配件', '信封'})",frozenset({'收纳具'}),0.2710765239948119,0.6251621271076524,0.1932555123216602,0.7129186602870814,1.140374039587842,0.023788735972115005,1.3056852572416777,0.16887195777305422
"frozenset({'标签', '信封'})",frozenset({'椅子'}),0.2607003891050584,0.6523994811932555,0.19455252918287938,0.7462686567164178,1.143882970831726,0.024471730583859458,1.3699549858854043,0.17014035087719295
"frozenset({'标签', '信封'})",frozenset({'装订机'}),0.2607003891050584,0.6549935149156939,0.191958495460441,0.736318407960199,1.1241613713610166,0.021201431260629733,1.308420820791425,0.14939544807965857
"frozenset({'用具', '信封'})",frozenset({'椅子'}),0.2892347600518807,0.6523994811932555,0.20622568093385213,0.7130044843049327,1.0928955415489128,0.017529073532949413,1.21117055771725,0.11958867006381103
"frozenset({'系固件', '信封'})",frozenset({'椅子'}),0.2892347600518807,0.6523994811932555,0.20492866407263294,0.7085201793721972,1.0860219846838253,0.01623205667173022,1.1925371645216,0.11144091287073807
"frozenset({'纸张', '信封'})",frozenset({'椅子'}),0.2801556420233463,0.6523994811932555,0.21011673151750973,0.75,1.1496023856858846,0.02734333600811517,1.390402075226978,0.18078078078078066
"frozenset({'美术', '信封'})",frozenset({'椅子'}),0.2697795071335927,0.6523994811932555,0.19455252918287938,0.7211538461538463,1.1053869093133508,0.0185485186923513,1.2465673777897048,0.13056246299585553
"frozenset({'信封', '椅子'})",frozenset({'装订机'}),0.35667963683527887,0.6549935149156939,0.25421530479896237,0.7127272727272727,1.08814401440144,0.020592455769369855,1.2009719417491664,0.12591548716260687
"frozenset({'装订机', '信封'})",frozenset({'椅子'}),0.35667963683527887,0.6523994811932555,0.25421530479896237,0.7127272727272727,1.0924706307608891,0.021517694775427643,1.2100018059728443,0.13157299210006568
"frozenset({'设备', '信封'})",frozenset({'椅子'}),0.19584954604409857,0.6523994811932555,0.14267185473411154,0.7284768211920529,1.1166115887456716,0.014899712503007007,1.2801872765809368,0.12986803519061565
"frozenset({'用具', '信封'})",frozenset({'装订机'}),0.2892347600518807,0.6549935149156939,0.21011673151750973,0.726457399103139,1.1091062469475648,0.02066983939533107,1.2612532159639387,0.1384045237451563
"frozenset({'用品', '信封'})",frozenset({'装订机'}),0.2905317769130999,0.6549935149156939,0.20363164721141375,0.7008928571428571,1.0700760254596888,0.013335217456400206,1.1534545172967843,0.0923042885920888
"frozenset({'信封', '电话'})",frozenset({'装订机'}),0.2931258106355383,0.6549935149156939,0.21011673151750973,0.7168141592920354,1.0943835976518006,0.01812122649682643,1.2183041504539558,0.12200702231283272
"frozenset({'纸张', '信封'})",frozenset({'装订机'}),0.2801556420233463,0.6549935149156939,0.20103761348897536,0.7175925925925926,1.0955720572057206,0.017537484796640884,1.22166230783951,0.12118570183086316
"frozenset({'美术', '信封'})",frozenset({'装订机'}),0.2697795071335927,0.6549935149156939,0.19584954604409857,0.7259615384615385,1.108349200304646,0.019145718414443152,1.2589710332900999,0.13387364285462225
"frozenset({'配件', '信封'})",frozenset({'装订机'}),0.2710765239948119,0.6549935149156939,0.1932555123216602,0.7129186602870814,1.088436212042257,0.01570214705916989,1.201772589710333,0.11146671761924105
"frozenset({'复印机', '器具'})",frozenset({'收纳具'}),0.26459143968871596,0.6251621271076524,0.1932555123216602,0.7303921568627452,1.168324383695387,0.027842965071386394,1.3903077467279805,0.19590923617769254
"frozenset({'复印机', '器具'})",frozenset({'椅子'}),0.26459143968871596,0.6523994811932555,0.1932555123216602,0.7303921568627452,1.1195474213542276,0.02063619434056535,1.2892819243013798,0.1452008096303399
"frozenset({'复印机', '器具'})",frozenset({'装订机'}),0.26459143968871596,0.6549935149156939,0.1880674448767834,0.7107843137254902,1.0851776354106,0.014761767778467494,1.192903778935567,0.10673234811165838
"frozenset({'器具', '标签'})",frozenset({'收纳具'}),0.24773022049286642,0.6251621271076524,0.17639429312581065,0.7120418848167539,1.138971562642567,0.02152274153364253,1.3017097040443342,0.16219574036511156
"frozenset({'收纳具', '器具'})",frozenset({'椅子'}),0.3320363164721141,0.6523994811932555,0.245136186770428,0.73828125,1.1316398484095427,0.028515866166701154,1.3281452658884565,0.1741511275491858
"frozenset({'器具', '椅子'})",frozenset({'收纳具'}),0.3346303501945525,0.6251621271076524,0.245136186770428,0.7325581395348837,1.1717890572228118,0.035937965248022924,1.4015676986409518,0.2203347875862495
"frozenset({'用具', '器具'})",frozenset({'收纳具'}),0.27367055771725035,0.6251621271076524,0.20752269779507135,0.7582938388625592,1.2129554974336787,0.036434229805817564,1.550799827064418,0.24171874999999998
"frozenset({'用品', '器具'})",frozenset({'收纳具'}),0.26848249027237353,0.6251621271076524,0.19584954604409857,0.7294685990338164,1.1668470743881172,0.028004461334261932,1.385561423012785,0.19546991686628148
"frozenset({'器具', '电话'})",frozenset({'收纳具'}),0.27496757457846954,0.6251621271076524,0.20103761348897536,0.7311320754716981,1.169507946449542,0.029138299679867308,1.394133843038205,0.19990766922499859
"frozenset({'系固件', '器具'})",frozenset({'收纳具'}),0.27626459143968873,0.6251621271076524,0.20233463035019456,0.732394366197183,1.1715270878382327,0.0296244707212322,1.4007099460714036,0.20230217810862958
"frozenset({'纸张', '器具'})",frozenset({'收纳具'}),0.24254215304798962,0.6251621271076524,0.19584954604409857,0.8074866310160428,1.2916435529323007,0.0442213777313476,1.947074506413028,0.29809262451238316
"frozenset({'美术', '器具'})",frozenset({'收纳具'}),0.2243839169909209,0.6251621271076524,0.16601815823605706,0.7398843930635838,1.1835080229295085,0.02574183140126604,1.4410433780083582,0.1999111622073577
"frozenset({'收纳具', '器具'})",frozenset({'装订机'}),0.3320363164721141,0.6549935149156939,0.24643320363164722,0.7421875000000001,1.1331219059405941,0.028951569625917467,1.3382069724482182,0.17588145120081758
"frozenset({'装订机', '器具'})",frozenset({'收纳具'}),0.3398184176394293,0.6251621271076524,0.24643320363164722,0.7251908396946565,1.1600044344493363,0.033991598829825,1.3639933708027092,0.2089339261710268
"frozenset({'设备', '器具'})",frozenset({'收纳具'}),0.17380025940337224,0.6251621271076524,0.13618677042801555,0.7835820895522387,1.2534062054870874,0.027533430567541595,1.732009481640502,0.24470359572400383
"frozenset({'配件', '器具'})",frozenset({'收纳具'}),0.24773022049286642,0.6251621271076524,0.17509727626459143,0.706806282722513,1.1305967717407832,0.020225724672423312,1.2784648879006852,0.1535504469987227
"frozenset({'器具', '标签'})",frozenset({'椅子'}),0.24773022049286642,0.6523994811932555,0.19066147859922178,0.7696335078534031,1.1796966889760911,0.02904241127378493,1.5089022520929134,0.2024865118461176
"frozenset({'器具', '标签'})",frozenset({'装订机'}),0.24773022049286642,0.6549935149156939,0.1815823605706874,0.7329842931937173,1.119071069410606,0.019320672699224967,1.2920831108059307,0.14144088669950727
"frozenset({'用具', '器具'})",frozenset({'椅子'}),0.27367055771725035,0.6523994811932555,0.20492866407263294,0.7488151658767771,1.1477862681729525,0.026386134200029915,1.3838435748721327,0.177271699819168
"frozenset({'器具', '电话'})",frozenset({'椅子'}),0.27496757457846954,0.6523994811932555,0.19584954604409857,0.7122641509433961,1.0917607562174123,0.016460843044137252,1.2080542620824557,0.11592365742989483
"frozenset({'系固件', '器具'})",frozenset({'椅子'}),0.27626459143968873,0.6523994811932555,0.20492866407263294,0.7417840375586854,1.1370089323215635,0.024693787945313295,1.3461620091970283,0.16649652919558983
"frozenset({'纸张', '器具'})",frozenset({'椅子'}),0.24254215304798962,0.6523994811932555,0.1828793774319066,0.7540106951871657,1.1557499920264507,0.024645002615902994,1.413071674279591,0.17791217332167483
"frozenset({'美术', '器具'})",frozenset({'椅子'}),0.2243839169909209,0.6523994811932555,0.16472114137483787,0.7341040462427745,1.1252370172031394,0.018333190341850575,1.3072802120340603,0.14349669502014586
"frozenset({'装订机', '器具'})",frozenset({'椅子'}),0.3398184176394293,0.6523994811932555,0.2438391699092088,0.7175572519083969,1.0998740382134673,0.022141810541332102,1.2306937287482034,0.13754545834552517
"frozenset({'器具', '椅子'})",frozenset({'装订机'}),0.3346303501945525,0.6549935149156939,0.2438391699092088,0.7286821705426357,1.1125028781947963,0.0246584606378093,1.2715953307393,0.15198457135747165
"frozenset({'设备', '器具'})",frozenset({'椅子'}),0.17380025940337224,0.6523994811932555,0.12321660181582361,0.7089552238805971,1.0866888222901399,0.00982940274981034,1.194319731284712,0.0965545732463027
"frozenset({'配件', '器具'})",frozenset({'椅子'}),0.24773022049286642,0.6523994811932555,0.17380025940337224,0.7015706806282722,1.0753697709033754,0.012181192077935388,1.1647666507383891,0.09316778178075129
"frozenset({'用具', '器具'})",frozenset({'装订机'}),0.27367055771725035,0.6549935149156939,0.20622568093385213,0.7535545023696681,1.1504762798554735,0.026973240405692045,1.3999301606305492,0.18007637017070965
"frozenset({'用品', '器具'})",frozenset({'装订机'}),0.26848249027237353,0.6549935149156939,0.19066147859922178,0.7101449275362318,1.0842014636246233,0.014807188602401239,1.1902723735408558,0.1061658706035605
"frozenset({'器具', '电话'})",frozenset({'装订机'}),0.27496757457846954,0.6549935149156939,0.20622568093385213,0.7499999999999999,1.145049504950495,0.026123702772857166,1.3800259403372237,0.1747167561121048
"frozenset({'系固件', '器具'})",frozenset({'装订机'}),0.27626459143968873,0.6549935149156939,0.19714656290531776,0.7136150234741784,1.0894993724724584,0.01619504711148792,1.2046947757861834,0.11350452744765128
"frozenset({'纸张', '器具'})",frozenset({'装订机'}),0.24254215304798962,0.6549935149156939,0.17769130998702984,0.732620320855615,1.1185153809498598,0.018827772646906937,1.290324254215305,0.1398860113988602
"frozenset({'美术', '器具'})",frozenset({'装订机'}),0.2243839169909209,0.6549935149156939,0.17120622568093385,0.7630057803468208,1.1649058547473243,0.02423621520049929,1.4557590712093889,0.18251494881929659
"frozenset({'设备', '器具'})",frozenset({'装订机'}),0.17380025940337224,0.6549935149156939,0.12710765239948119,0.7313432835820896,1.1165656864193882,0.013269609599607018,1.2841908055915838,0.12635760740717003
"frozenset({'配件', '器具'})",frozenset({'装订机'}),0.24773022049286642,0.6549935149156939,0.17769130998702984,0.7172774869109948,1.095090975066093,0.015429622115567393,1.220300715761157,0.11542914674049831
"frozenset({'收纳具', '复印机'})",frozenset({'椅子'}),0.3437094682230869,0.6523994811932555,0.2438391699092088,0.7094339622641509,1.087422634007277,0.019603291159257186,1.196287499789445,0.12249810781263142
"frozenset({'复印机', '椅子'})",frozenset({'收纳具'}),0.3476005188067445,0.6251621271076524,0.2438391699092088,0.7014925373134329,1.1220969839598687,0.0265324901882609,1.2557068741893647,0.16678651495283614
"frozenset({'用具', '复印机'})",frozenset({'收纳具'}),0.27496757457846954,0.6251621271076524,0.19974059662775617,0.7264150943396226,1.161962733891803,0.027841282818648116,1.3700970526409944,0.19224961085426207
"frozenset({'用品', '复印机'})",frozenset({'收纳具'}),0.2840466926070039,0.6251621271076524,0.20881971465629054,0.7351598173515982,1.1759506621951914,0.03124448010820252,1.4153361062659333,0.2089859573318932
"frozenset({'复印机', '系固件'})",frozenset({'收纳具'}),0.27496757457846954,0.6251621271076524,0.19974059662775617,0.7264150943396226,1.161962733891803,0.027841282818648116,1.3700970526409944,0.19224961085426207
"frozenset({'纸张', '复印机'})",frozenset({'收纳具'}),0.25680933852140075,0.6251621271076524,0.1867704280155642,0.7272727272727274,1.163334590720483,0.026222955684416127,1.3744055339386085,0.1889179755671903
"frozenset({'美术', '复印机'})",frozenset({'收纳具'}),0.26459143968871596,0.6251621271076524,0.185473411154345,0.7009803921568628,1.1212777642177203,0.02006086390407122,1.2535561650826053,0.14707514707514704
"frozenset({'复印机', '装订机'})",frozenset({'收纳具'}),0.3424124513618677,0.6251621271076524,0.23994811932555124,0.7007575757575758,1.1209213504337987,0.025884822884020442,1.2526227651086048,0.16404925635694861
"frozenset({'设备', '复印机'})",frozenset({'收纳具'}),0.1867704280155642,0.6251621271076524,0.1309987029831388,0.701388888888889,1.1219311894882436,0.014236904924121996,1.2552710161976295,0.13363967975744948
"frozenset({'配件', '复印机'})",frozenset({'收纳具'}),0.2594033722438392,0.6251621271076524,0.1828793774319066,0.7049999999999998,1.1277074688796678,0.020710213461049926,1.2706368572621947,0.15291078237756303
"frozenset({'复印机', '标签'})",frozenset({'椅子'}),0.24643320363164722,0.6523994811932555,0.1893644617380026,0.7684210526315789,1.1778382337553626,0.028591567539924034,1.5010022403018508,0.20036309622049825
"frozenset({'复印机', '标签'})",frozenset({'装订机'}),0.24643320363164722,0.6549935149156939,0.17639429312581065,0.7157894736842105,1.0928191766545075,0.01498214288718308,1.213911706778114,0.11271134960008097
"frozenset({'复印机', '电话'})",frozenset({'椅子'}),0.28793774319066145,0.6523994811932555,0.20233463035019456,0.7027027027027027,1.077104937939928,0.014484196076650191,1.1692017450772316,0.10053243659801055
"frozenset({'复印机', '系固件'})",frozenset({'椅子'}),0.27496757457846954,0.6523994811932555,0.20492866407263294,0.7452830188679245,1.1423721820023256,0.02553996107267162,1.3646538886487003,0.17189375240596896
"frozenset({'纸张', '复印机'})",frozenset({'椅子'}),0.25680933852140075,0.6523994811932555,0.1880674448767834,0.7323232323232324,1.1225073799626484,0.020525165659838418,1.2985830702591588,0.14684961184329312
"frozenset({'美术', '复印机'})",frozenset({'椅子'}),0.26459143968871596,0.6523994811932555,0.1932555123216602,0.7303921568627452,1.1195474213542276,0.02063619434056535,1.2892819243013798,0.1452008096303399
"frozenset({'复印机', '装订机'})",frozenset({'椅子'}),0.3424124513618677,0.6523994811932555,0.245136186770428,0.7159090909090908,1.0973477317910716,0.021746481147834673,1.2235538261997403,0.13490498105882712
"frozenset({'复印机', '椅子'})",frozenset({'装订机'}),0.3476005188067445,0.6549935149156939,0.245136186770428,0.7052238805970149,1.0766883404758385,0.01746010117067967,1.1704017468682788,0.10917563402652859
"frozenset({'设备', '复印机'})",frozenset({'椅子'}),0.1867704280155642,0.6523994811932555,0.14267185473411154,0.7638888888888888,1.1708913187541417,0.020822924394515177,1.4721904325932704,0.1794693344932579
"frozenset({'用品', '复印机'})",frozenset({'装订机'}),0.2840466926070039,0.6549935149156939,0.20363164721141375,0.7168949771689498,1.09450698494507,0.01758290562057463,1.2186519392494037,0.12060371088341183
"frozenset({'美术', '复印机'})",frozenset({'装订机'}),0.26459143968871596,0.6549935149156939,0.1893644617380026,0.7156862745098039,1.0926616191030867,0.016058784639686685,1.2134710854689388,0.11531492353410154
"frozenset({'设备', '复印机'})",frozenset({'装订机'}),0.1867704280155642,0.6549935149156939,0.13229571984435798,0.7083333333333334,1.0814356435643564,0.009962300716134992,1.1828793774319069,0.09259780467210808
"frozenset({'收纳具', '标签'})",frozenset({'椅子'}),0.29961089494163423,0.6523994811932555,0.22568093385214008,0.7532467532467533,1.1545790193901526,0.030214941432370912,1.4086968393747015,0.19115581098339718
"frozenset({'用具', '标签'})",frozenset({'收纳具'}),0.26329442282749677,0.6251621271076524,0.185473411154345,0.7044334975369458,1.126801300002044,0.02087170972392552,1.2682014699524429,0.15275041859548913
"frozenset({'纸张', '标签'})",frozenset({'收纳具'}),0.245136186770428,0.6251621271076524,0.17509727626459143,0.7142857142857143,1.1425607587433313,0.021847416312131884,1.3119325551232166,0.16529209621993116
"frozenset({'设备', '标签'})",frozenset({'收纳具'}),0.18417639429312582,0.6251621271076524,0.13618677042801555,0.7394366197183098,1.1827917713751386,0.02104666400870732,1.438566971640901,0.18943144825497749
"frozenset({'用具', '收纳具'})",frozenset({'椅子'}),0.3527885862516213,0.6523994811932555,0.25810635538262,0.7316176470588236,1.1214258566249562,0.027947264741160188,1.2951690563758154,0.16729942296653613
"frozenset({'用具', '椅子'})",frozenset({'收纳具'}),0.34889753566796367,0.6251621271076524,0.25810635538262,0.7397769516728626,1.1833361612858446,0.03998882984181781,1.4404483972577367,0.23795271176600152
"frozenset({'用品', '收纳具'})",frozenset({'椅子'}),0.35667963683527887,0.6523994811932555,0.25810635538262,0.7236363636363637,1.1091921200072294,0.025408745359085272,1.2577650351559837,0.15302318041822022
"frozenset({'用品', '椅子'})",frozenset({'收纳具'}),0.35019455252918286,0.6251621271076524,0.25810635538262,0.7370370370370372,1.1789534347625636,0.03917798402196354,1.4254397983230127,0.23359311527698398
"frozenset({'收纳具', '电话'})",frozenset({'椅子'}),0.32944228274967574,0.6523994811932555,0.23605706874189364,0.7165354330708661,1.0983077910489816,0.02112909439288338,1.2262573857904595,0.13348353773885677
"frozenset({'收纳具', '系固件'})",frozenset({'椅子'}),0.3437094682230869,0.6523994811932555,0.25810635538262,0.7509433962264151,1.1510484264225966,0.03387047663266837,1.3956687497543532,0.19995233082408104
"frozenset({'系固件', '椅子'})",frozenset({'收纳具'}),0.3631647211413748,0.6251621271076524,0.25810635538262,0.7107142857142859,1.1368479549496149,0.031069525823420707,1.2957358569118196,0.189020458709024
"frozenset({'纸张', '收纳具'})",frozenset({'椅子'}),0.3359273670557717,0.6523994811932555,0.2503242542153048,0.7451737451737452,1.1422046869362974,0.03116541422950303,1.3640687025901037,0.18747976036269437
"frozenset({'纸张', '椅子'})",frozenset({'收纳具'}),0.3424124513618677,0.6251621271076524,0.2503242542153048,0.7310606060606061,1.169393625047152,0.036260957773774,1.3937633583602784,0.22028390103320344
"frozenset({'收纳具', '美术'})",frozenset({'椅子'}),0.324254215304799,0.6523994811932555,0.2438391699092088,0.752,1.1526679920477136,0.032295888069631795,1.4016149951884858,0.19600196022379213
"frozenset({'美术', '椅子'})",frozenset({'收纳具'}),0.33722438391699094,0.6251621271076524,0.2438391699092088,0.7230769230769231,1.1566230450047876,0.03301925674709516,1.3535812076668108,0.20431361119207223
